sample_id,machine_id,machine_type,model,component,sample_date,smu_hours,oil_hours,oil_changed,fe_ppm,cu_ppm,cr_ppm,pb_ppm,al_ppm,si_ppm,na_ppm,k_ppm,water_pct,fuel_pct,glycol_pct,soot_pct,visc40,oxidation,nitration,tbn,pq_index,lab_severity
S00002767,WL-011,WHEEL_LOADER,966,FINAL_DRIVE,2025-09-27,10422.0,1.6,N,57.7,6.6,3.69,6.7,3.1,4.9,1.8,1.4,0.068,0.0,0.0,0.02,99.2,4.6,2.6,5.76,13.9,NORMAL
S00002768,WL-011,WHEEL_LOADER,966,FINAL_DRIVE,2025-12-26,11012.8,592.5,N,73.2,5.5,4.23,6.2,4.1,6.2,1.9,1.4,0.051,0.0,0.0,0.04,100.6,6.1,3.5,5.28,30.6,NORMAL
S00002769,WL-011,WHEEL_LOADER,966,FINAL_DRIVE,2026-03-26,11603.7,1183.3,N,103.3,7.8,4.87,9.5,6.6,11.5,3.1,2.0,0.042,0.0,0.0,0.06,97.1,7.2,4.3,4.29,30.9,NORMAL
S00002770,WL-011,WHEEL_LOADER,966,FINAL_DRIVE,2026-06-24,12194.5,1774.2,N,90.0,12.5,7.32,11.9,7.3,14.0,5.4,2.6,0.032,0.0,0.0,0.07,99.1,9.6,5.2,3.63,29.1,NORMAL
S00002727,WL-011,WHEEL_LOADER,966,HYDRAULIC,2023-04-05,4513.5,22.8,N,5.5,2.5,0.59,1.3,1.4,3.8,1.3,1.1,0.043,0.0,0.0,0.03,47.7,5.7,2.8,4.68,2.9,NORMAL
S00002728,WL-011,WHEEL_LOADER,966,HYDRAULIC,2023-07-04,5104.3,613.7,N,10.4,2.6,0.9,1.7,3.0,5.8,2.2,1.3,0.028,0.0,0.0,0.04,46.4,7.2,3.8,4.06,3.9,NORMAL
S00002729,WL-011,WHEEL_LOADER,966,HYDRAULIC,2023-10-02,5695.2,1204.5,N,11.1,4.1,0.8,2.3,4.2,8.5,3.2,2.4,0.035,0.0,0.0,0.07,44.3,9.5,4.6,3.61,7.3,NORMAL
S00002730,WL-011,WHEEL_LOADER,966,HYDRAULIC,2023-12-31,6286.0,1795.4,N,14.8,4.0,1.42,3.2,2.9,8.5,3.3,2.5,0.027,0.0,0.0,0.08,44.3,10.1,5.5,2.98,8.7,NORMAL
S00002731,WL-011,WHEEL_LOADER,966,HYDRAULIC,2024-03-30,6876.9,31.8,N,5.0,2.2,0.5,1.3,1.4,4.1,1.5,0.7,0.018,0.0,0.0,0.02,46.0,6.5,2.7,4.72,3.0,NORMAL
S00002732,WL-011,WHEEL_LOADER,966,HYDRAULIC,2024-06-28,7467.7,622.6,N,6.7,3.7,0.89,1.7,1.8,6.9,2.4,1.5,0.042,0.0,0.0,0.05,46.0,6.3,4.0,4.08,4.9,NORMAL
S00002733,WL-011,WHEEL_LOADER,966,HYDRAULIC,2024-09-26,8058.6,1213.5,N,9.6,4.1,1.15,2.1,3.9,5.5,3.0,2.1,0.028,0.0,0.0,0.06,47.4,8.1,4.7,3.53,6.5,NORMAL
S00002734,WL-011,WHEEL_LOADER,966,HYDRAULIC,2024-12-25,8649.4,1804.3,N,16.8,5.1,1.58,2.2,4.6,9.8,4.8,3.4,0.03,0.0,0.0,0.08,45.4,10.5,4.8,3.11,7.3,NORMAL
S00002735,WL-011,WHEEL_LOADER,966,HYDRAULIC,2025-03-25,9240.3,8.7,N,6.8,2.5,0.51,1.2,1.8,4.7,1.1,1.5,0.027,0.0,0.0,0.02,45.6,5.7,2.6,4.3,3.1,NORMAL
S00002736,WL-011,WHEEL_LOADER,966,HYDRAULIC,2025-06-23,9831.1,599.5,N,7.8,2.7,0.74,1.6,2.5,4.1,2.2,1.4,0.023,0.0,0.0,0.05,46.1,7.8,3.6,4.22,4.4,NORMAL
S00002737,WL-011,WHEEL_LOADER,966,HYDRAULIC,2025-09-21,10422.0,1190.4,N,12.8,3.8,1.12,2.3,3.7,8.7,3.6,2.1,0.038,0.0,0.0,0.05,45.2,8.3,5.4,3.4,5.6,NORMAL
S00002738,WL-011,WHEEL_LOADER,966,HYDRAULIC,2025-12-20,11012.8,1781.2,N,13.9,6.8,1.05,2.7,4.0,9.8,3.6,3.0,0.03,0.0,0.0,0.1,47.3,10.5,5.9,3.13,9.0,NORMAL
S00002739,WL-011,WHEEL_LOADER,966,HYDRAULIC,2026-03-20,11603.7,23.4,N,5.7,2.7,0.54,0.9,1.5,3.9,1.7,1.3,0.02,0.0,0.0,0.03,47.0,5.9,2.9,4.65,3.4,NORMAL
S00002740,WL-011,WHEEL_LOADER,966,HYDRAULIC,2026-06-18,12194.5,614.2,N,10.2,3.1,1.03,1.8,2.5,4.2,2.9,1.5,0.034,0.0,0.0,0.04,46.3,6.6,3.7,4.09,5.4,NORMAL
S00002741,WL-011,WHEEL_LOADER,966,TRANSMISSION,2023-04-05,4400.5,37.1,N,22.9,7.3,1.52,4.0,3.8,4.2,1.5,1.1,0.03,0.0,0.0,0.05,70.2,6.6,3.7,6.96,8.0,NORMAL
S00002742,WL-011,WHEEL_LOADER,966,TRANSMISSION,2023-06-08,4820.5,457.0,N,34.7,11.9,2.33,7.2,4.6,6.2,3.8,1.7,0.033,0.0,0.0,0.1,65.2,9.2,5.0,5.9,12.4,NORMAL
S00002743,WL-011,WHEEL_LOADER,966,TRANSMISSION,2023-08-30,5364.0,33.1,N,20.7,8.5,1.91,3.9,3.7,4.0,1.7,1.0,0.026,0.0,0.0,0.06,68.7,4.6,4.0,6.59,5.3,NORMAL
S00002744,WL-011,WHEEL_LOADER,966,TRANSMISSION,2023-11-14,5859.5,528.6,N,47.3,18.2,2.98,6.1,5.9,8.2,2.6,2.1,0.028,0.0,0.0,0.11,69.4,9.7,5.2,5.33,11.8,NORMAL
S00002745,WL-011,WHEEL_LOADER,966,TRANSMISSION,2024-02-04,6397.9,10.3,N,20.1,7.1,2.7,4.4,2.8,4.3,1.3,1.1,0.037,0.0,0.0,0.05,66.5,6.1,3.5,6.84,7.0,NORMAL
S00002746,WL-011,WHEEL_LOADER,966,TRANSMISSION,2024-04-27,6947.9,560.3,N,45.0,17.6,2.51,5.6,6.4,7.8,3.3,1.9,0.018,0.0,0.0,0.11,68.7,9.5,5.8,5.46,15.0,NORMAL
S00002747,WL-011,WHEEL_LOADER,966,TRANSMISSION,2024-07-08,7415.5,17.0,N,19.1,7.9,1.24,2.9,2.9,4.5,1.6,1.0,0.023,0.0,0.0,0.05,67.6,6.3,3.2,6.8,7.4,NORMAL
S00002748,WL-011,WHEEL_LOADER,966,TRANSMISSION,2024-09-17,7885.9,487.4,N,26.0,14.8,2.78,5.8,6.2,7.3,2.9,1.8,0.024,0.0,0.0,0.09,70.6,9.0,4.7,5.74,13.8,NORMAL
S00002749,WL-011,WHEEL_LOADER,966,TRANSMISSION,2024-11-21,8312.4,913.9,N,48.6,16.3,4.56,7.9,7.9,9.7,4.4,2.2,0.029,0.0,0.0,0.17,70.9,13.2,6.8,4.71,19.9,NORMAL
S00002750,WL-011,WHEEL_LOADER,966,TRANSMISSION,2025-02-19,8903.2,21.8,N,15.8,8.4,2.34,3.8,3.0,5.2,1.7,1.3,0.036,0.0,0.0,0.06,65.9,5.1,3.6,6.12,7.2,NORMAL
S00002751,WL-011,WHEEL_LOADER,966,TRANSMISSION,2025-05-20,9494.1,612.6,N,34.8,16.2,2.5,7.4,5.7,8.9,2.2,3.5,0.03,0.0,0.0,0.14,71.6,11.5,5.9,4.96,17.1,NORMAL
S00002752,WL-011,WHEEL_LOADER,966,TRANSMISSION,2025-07-20,9892.9,32.1,N,24.1,6.5,1.32,3.8,2.5,3.3,1.8,1.2,0.026,0.0,0.0,0.06,66.9,5.8,3.8,6.56,8.8,NORMAL
S00002753,WL-011,WHEEL_LOADER,966,TRANSMISSION,2025-10-02,10380.5,519.7,N,40.0,15.5,2.88,4.5,4.7,7.9,2.4,1.9,0.025,0.0,0.0,0.11,63.2,8.7,5.4,5.88,11.9,NORMAL
S00002754,WL-011,WHEEL_LOADER,966,TRANSMISSION,2025-12-13,10849.1,988.3,N,53.3,18.1,5.06,9.2,9.1,9.2,4.8,3.3,0.019,0.0,0.0,0.2,68.7,12.4,6.9,3.86,18.8,NORMAL
S00002755,WL-011,WHEEL_LOADER,966,TRANSMISSION,2026-03-11,11431.6,2.4,N,19.4,6.0,2.01,2.3,3.3,4.5,1.3,1.2,0.025,0.0,0.0,0.05,67.2,6.8,3.2,6.76,8.9,NORMAL
S00002756,WL-011,WHEEL_LOADER,966,TRANSMISSION,2026-05-10,11821.7,392.4,N,29.5,15.7,2.12,4.7,5.7,6.0,2.1,1.7,0.038,0.0,0.0,0.09,67.9,9.4,4.3,4.96,13.5,NORMAL
S00002771,WL-012,WHEEL_LOADER,966,ENGINE,2023-02-03,5369.0,461.5,N,22.8,9.1,3.36,6.2,6.0,11.3,5.1,3.3,0.022,0.59,0.0,0.72,106.1,15.6,10.2,6.32,12.3,NORMAL
S00002772,WL-012,WHEEL_LOADER,966,ENGINE,2023-03-07,5584.0,50.0,N,9.9,5.3,1.6,2.8,3.4,4.8,2.9,1.6,0.04,0.71,0.0,0.28,108.0,9.4,6.2,9.83,6.1,NORMAL
S00002773,WL-012,WHEEL_LOADER,966,ENGINE,2023-04-16,5848.7,314.7,N,22.7,7.5,2.06,7.3,4.3,10.4,7.1,4.2,0.018,0.43,0.0,0.47,109.5,13.1,9.7,7.35,9.8,NORMAL
S00002774,WL-012,WHEEL_LOADER,966,ENGINE,2023-05-26,6111.8,31.6,N,12.5,3.9,1.17,2.2,4.0,6.2,1.8,2.1,0.013,0.81,0.0,0.24,110.0,9.5,6.8,10.75,4.9,NORMAL
S00002775,WL-012,WHEEL_LOADER,966,ENGINE,2023-07-04,6369.2,289.1,N,18.3,7.1,2.52,4.1,5.0,8.1,3.6,3.0,0.015,0.36,0.0,0.53,107.1,12.4,8.9,7.88,10.2,NORMAL
S00002776,WL-012,WHEEL_LOADER,966,ENGINE,2023-08-08,6601.8,38.7,N,13.3,5.8,1.16,2.8,3.7,3.6,2.9,1.6,0.024,0.92,0.0,0.27,106.4,7.9,7.1,9.49,5.2,NORMAL
S00002777,WL-012,WHEEL_LOADER,966,ENGINE,2023-09-22,6898.0,334.9,N,18.4,8.8,2.46,4.9,5.2,9.3,3.9,2.8,0.01,0.44,0.0,0.74,105.6,14.1,10.7,7.92,9.5,NORMAL
S00002778,WL-012,WHEEL_LOADER,966,ENGINE,2023-10-20,7086.0,28.8,N,11.4,4.6,1.13,1.5,2.8,3.6,2.6,2.2,0.024,0.45,0.0,0.23,103.6,8.9,5.2,10.02,5.0,NORMAL
S00002779,WL-012,WHEEL_LOADER,966,ENGINE,2023-11-26,7330.5,273.3,N,19.8,10.3,2.19,3.7,3.8,7.2,3.1,2.9,0.017,0.55,0.0,0.52,109.0,10.5,7.4,8.25,7.1,NORMAL
S00002780,WL-012,WHEEL_LOADER,966,ENGINE,2024-01-04,7589.5,7.0,N,8.6,4.9,1.04,2.0,3.0,4.1,2.2,1.9,0.014,0.56,0.0,0.19,105.2,9.7,5.4,10.09,3.8,NORMAL
S00002781,WL-012,WHEEL_LOADER,966,ENGINE,2024-02-21,7902.9,320.4,N,21.5,9.1,2.02,4.3,5.2,9.1,4.0,3.5,0.015,0.78,0.0,0.43,107.5,13.5,8.5,7.98,10.0,NORMAL
S00002782,WL-012,WHEEL_LOADER,966,ENGINE,2024-03-30,8154.0,23.4,N,20.2,14.0,0.95,11.5,3.2,4.5,2.1,1.8,0.02,0.53,0.0,0.19,107.3,7.1,6.0,9.67,12.3,MONITOR
S00002783,WL-012,WHEEL_LOADER,966,ENGINE,2024-05-01,8368.4,237.9,N,13.4,6.0,1.91,3.3,5.0,9.2,3.8,2.6,0.015,0.39,0.0,0.44,110.3,13.4,9.0,8.1,9.1,NORMAL
S00002784,WL-012,WHEEL_LOADER,966,ENGINE,2024-06-13,8650.8,52.4,N,9.5,3.9,1.03,3.3,3.0,6.1,3.2,1.6,0.021,0.62,0.0,0.26,106.9,9.4,7.2,9.53,4.8,NORMAL
S00002785,WL-012,WHEEL_LOADER,966,ENGINE,2024-07-20,8898.3,299.9,N,18.7,7.1,2.01,4.4,6.6,8.4,4.6,3.1,0.013,0.42,0.0,0.41,109.3,14.6,9.0,7.38,7.4,NORMAL
S00002786,WL-012,WHEEL_LOADER,966,ENGINE,2024-08-26,9142.6,53.0,N,11.1,5.6,1.15,2.9,2.8,6.2,3.7,2.1,0.027,0.74,0.0,0.25,106.9,10.0,6.4,10.63,5.2,NORMAL
S00002787,WL-012,WHEEL_LOADER,966,ENGINE,2024-09-29,9369.2,279.7,N,19.6,6.4,2.3,3.9,5.5,8.3,4.0,3.7,0.015,0.75,0.0,0.47,109.4,12.8,8.4,7.96,8.7,NORMAL
S00002788,WL-012,WHEEL_LOADER,966,ENGINE,2024-11-15,9681.3,30.4,N,11.5,3.5,1.23,1.9,3.7,4.8,2.1,1.5,0.017,0.28,0.0,0.24,110.8,9.8,5.8,10.82,5.6,NORMAL
S00002789,WL-012,WHEEL_LOADER,966,ENGINE,2024-12-05,9811.6,160.7,N,14.6,5.8,1.82,3.4,5.1,5.8,3.6,2.0,0.018,0.53,0.0,0.36,107.5,11.8,5.8,9.15,7.5,NORMAL
S00002790,WL-012,WHEEL_LOADER,966,ENGINE,2025-01-11,10058.9,408.0,N,26.7,10.1,2.68,6.3,7.2,10.1,5.1,3.7,0.017,0.82,0.0,0.65,104.6,15.2,11.2,7.5,10.4,NORMAL
S00002791,WL-012,WHEEL_LOADER,966,ENGINE,2025-02-28,10374.0,47.0,N,7.9,4.1,1.2,2.3,2.9,5.2,2.4,2.2,0.017,0.35,0.0,0.23,106.6,9.8,6.3,9.78,5.5,NORMAL
S00002792,WL-012,WHEEL_LOADER,966,ENGINE,2025-04-04,10607.8,280.8,N,21.1,6.5,1.64,4.1,5.4,8.1,3.7,2.8,0.025,0.89,0.0,0.47,107.8,12.5,9.0,7.96,8.8,NORMAL
S00002793,WL-012,WHEEL_LOADER,966,ENGINE,2025-05-25,10945.2,23.7,N,12.2,4.9,1.07,2.3,3.9,4.0,2.5,1.6,0.026,0.33,0.0,0.19,102.0,9.2,5.8,9.59,4.5,NORMAL
S00002794,WL-012,WHEEL_LOADER,966,ENGINE,2025-06-28,11165.1,243.7,N,20.0,6.8,1.67,3.7,5.0,8.1,4.2,2.6,0.024,0.45,0.0,0.43,109.2,12.0,8.8,9.05,9.1,NORMAL
S00002795,WL-012,WHEEL_LOADER,966,ENGINE,2025-08-07,11429.2,29.6,N,13.3,4.7,1.15,2.7,3.0,4.6,2.3,2.5,0.027,1.23,0.0,0.23,106.7,8.9,5.7,9.4,4.4,NORMAL
S00002796,WL-012,WHEEL_LOADER,966,ENGINE,2025-09-16,11698.2,298.5,N,18.3,8.6,1.97,3.9,6.3,8.9,4.9,2.8,0.053,0.41,0.003,0.38,105.2,12.4,8.7,8.48,7.7,NORMAL
S00002797,WL-012,WHEEL_LOADER,966,ENGINE,2025-11-11,12067.3,21.0,N,9.8,4.7,1.16,2.2,3.0,4.4,14.7,11.0,4.84,0.48,0.593,0.21,103.6,8.4,5.8,10.19,6.5,ACTION
S00002798,WL-012,WHEEL_LOADER,966,ENGINE,2025-12-23,12344.3,298.0,N,18.0,7.4,2.17,3.8,5.2,8.4,4.8,4.0,0.026,0.37,0.0,0.5,113.0,12.6,9.4,7.77,8.8,NORMAL
S00002799,WL-012,WHEEL_LOADER,966,ENGINE,2026-02-07,12647.2,44.1,N,14.1,5.6,1.45,2.6,3.9,3.6,2.6,1.7,0.039,0.39,0.0,0.22,109.1,10.2,6.5,9.84,4.6,NORMAL
S00002800,WL-012,WHEEL_LOADER,966,ENGINE,2026-03-17,12901.7,298.6,N,17.7,12.9,2.28,3.9,6.3,6.0,3.4,4.2,0.037,0.84,0.0,0.51,106.2,11.6,8.8,7.12,9.9,NORMAL
S00002801,WL-012,WHEEL_LOADER,966,ENGINE,2026-04-30,13189.8,44.4,N,10.1,3.4,1.06,2.2,2.8,6.8,2.7,1.7,0.012,0.42,0.0,0.26,105.8,8.4,5.5,10.01,5.7,NORMAL
S00002802,WL-012,WHEEL_LOADER,966,ENGINE,2026-05-31,13396.7,251.3,N,15.8,7.1,1.69,4.6,3.5,6.2,3.0,2.3,0.018,0.89,0.0,0.45,107.8,13.0,8.6,8.49,10.5,NORMAL
S00002832,WL-012,WHEEL_LOADER,966,FINAL_DRIVE,2023-04-17,5759.4,849.7,N,68.7,7.7,3.58,5.3,5.6,8.8,2.4,1.7,0.073,0.0,0.0,0.05,103.7,6.7,4.3,4.64,23.3,NORMAL
S00002833,WL-012,WHEEL_LOADER,966,FINAL_DRIVE,2023-07-16,6355.0,1445.2,N,102.3,9.8,4.69,8.0,8.3,10.4,4.1,2.2,0.059,0.0,0.0,0.08,101.1,8.0,4.8,3.74,29.4,NORMAL
S00002834,WL-012,WHEEL_LOADER,966,FINAL_DRIVE,2023-10-14,6950.5,45.9,N,51.4,4.4,2.98,3.5,3.9,4.7,1.4,0.9,0.029,0.0,0.0,0.02,97.7,4.9,2.8,5.65,20.0,NORMAL
S00002835,WL-012,WHEEL_LOADER,966,FINAL_DRIVE,2024-01-12,7546.1,641.4,N,71.3,9.7,4.5,8.3,5.1,6.8,3.0,1.4,0.043,0.0,0.0,0.05,98.8,6.7,3.8,5.09,28.1,NORMAL
S00002836,WL-012,WHEEL_LOADER,966,FINAL_DRIVE,2024-04-11,8141.7,1237.0,N,94.4,11.0,6.46,11.2,7.3,10.0,2.6,2.2,0.04,0.0,0.0,0.06,98.7,6.6,5.3,4.27,34.2,NORMAL
S00002837,WL-012,WHEEL_LOADER,966,FINAL_DRIVE,2024-07-10,8737.2,1832.5,N,119.8,15.9,6.82,10.2,8.8,12.9,5.2,2.4,0.077,0.0,0.0,0.07,101.7,8.6,5.8,3.74,43.9,NORMAL
S00002838,WL-012,WHEEL_LOADER,966,FINAL_DRIVE,2024-10-08,9332.8,27.2,N,40.5,3.8,2.65,4.4,2.8,5.7,1.3,1.1,0.055,0.0,0.0,0.03,103.0,5.4,2.7,5.36,18.5,NORMAL
S00002839,WL-012,WHEEL_LOADER,966,FINAL_DRIVE,2025-01-06,9928.3,622.8,N,66.8,7.7,4.52,5.3,5.2,7.9,2.8,1.3,0.036,0.0,0.0,0.03,101.2,6.3,3.6,5.15,32.9,NORMAL
S00002840,WL-012,WHEEL_LOADER,966,FINAL_DRIVE,2025-04-06,10523.9,1218.3,N,96.5,7.8,5.35,9.2,6.8,9.9,3.6,1.8,0.114,0.0,0.0,0.07,98.4,8.1,4.9,4.32,42.9,NORMAL
S00002841,WL-012,WHEEL_LOADER,966,FINAL_DRIVE,2025-07-05,11119.4,1813.9,N,121.4,10.8,7.2,10.6,7.4,16.1,4.3,2.8,0.04,0.0,0.0,0.07,104.8,9.4,6.5,3.59,37.4,NORMAL
S00002842,WL-012,WHEEL_LOADER,966,FINAL_DRIVE,2025-10-03,11715.0,33.0,N,48.0,4.0,2.19,4.4,3.5,3.7,1.5,1.0,0.058,0.0,0.0,0.03,98.0,4.8,3.0,6.34,16.1,NORMAL
S00002843,WL-012,WHEEL_LOADER,966,FINAL_DRIVE,2026-01-01,12310.5,628.5,N,52.6,6.8,4.38,5.7,4.8,7.4,2.3,1.3,0.068,0.0,0.0,0.05,99.5,7.1,3.8,5.3,19.1,NORMAL
S00002844,WL-012,WHEEL_LOADER,966,FINAL_DRIVE,2026-04-01,12906.1,1224.1,N,66.6,8.4,4.66,8.3,5.9,12.0,3.2,1.9,0.042,0.0,0.0,0.07,101.8,8.6,4.7,4.19,37.1,NORMAL
S00002803,WL-012,WHEEL_LOADER,966,HYDRAULIC,2023-04-16,5759.4,1787.4,N,16.3,4.6,1.78,2.8,3.7,6.5,3.4,2.9,0.029,0.0,0.0,0.09,46.8,10.2,4.4,2.8,8.9,NORMAL
S00002804,WL-012,WHEEL_LOADER,966,HYDRAULIC,2023-07-15,6355.0,9.6,N,5.2,3.6,0.45,1.0,1.6,2.9,2.4,0.9,0.049,0.0,0.0,0.03,43.7,5.3,2.7,4.87,4.4,NORMAL
S00002805,WL-012,WHEEL_LOADER,966,HYDRAULIC,2023-10-13,6950.5,605.2,N,7.1,4.4,0.66,1.7,2.4,5.2,2.8,1.4,0.034,0.0,0.0,0.04,46.9,7.0,3.7,3.97,5.1,NORMAL
S00002806,WL-012,WHEEL_LOADER,966,HYDRAULIC,2024-01-11,7546.1,1200.7,N,11.6,5.2,1.05,1.9,2.7,7.8,3.3,2.7,0.037,0.0,0.0,0.06,43.9,8.9,4.6,3.74,5.6,NORMAL
S00002807,WL-012,WHEEL_LOADER,966,HYDRAULIC,2024-04-10,8141.7,1796.3,N,19.2,4.4,1.51,3.0,4.1,8.4,3.6,3.3,0.029,0.0,0.0,0.1,47.3,10.8,5.7,3.03,6.6,NORMAL
S00002808,WL-012,WHEEL_LOADER,966,HYDRAULIC,2024-07-09,8737.2,39.2,N,7.7,2.1,0.64,1.7,1.6,3.8,2.2,1.2,0.031,0.0,0.0,0.02,45.9,5.4,3.0,4.37,3.5,NORMAL
S00002809,WL-012,WHEEL_LOADER,966,HYDRAULIC,2024-10-07,9332.8,634.8,N,10.9,4.0,0.72,1.8,2.1,4.1,2.4,2.0,0.033,0.0,0.0,0.04,46.2,6.1,3.4,4.2,5.1,NORMAL
S00002810,WL-012,WHEEL_LOADER,966,HYDRAULIC,2025-01-05,9928.3,1230.3,N,11.2,5.4,1.04,2.2,3.4,6.3,3.9,2.3,0.025,0.0,0.0,0.05,47.2,10.3,4.5,3.65,7.7,NORMAL
S00002811,WL-012,WHEEL_LOADER,966,HYDRAULIC,2025-04-05,10523.9,1825.9,N,18.3,5.1,1.35,1.9,3.8,8.4,4.2,2.5,0.028,0.0,0.0,0.08,46.8,10.1,4.8,2.95,7.2,NORMAL
S00002812,WL-012,WHEEL_LOADER,966,HYDRAULIC,2025-07-04,11119.4,33.8,N,6.5,1.8,0.68,1.1,1.7,2.8,2.4,0.9,0.045,0.0,0.0,0.03,46.5,4.5,3.0,4.38,3.0,NORMAL
S00002813,WL-012,WHEEL_LOADER,966,HYDRAULIC,2025-10-02,11715.0,629.4,N,8.9,3.3,0.81,1.7,2.3,4.6,2.1,1.4,0.035,0.0,0.0,0.04,44.9,8.3,3.6,4.01,5.7,NORMAL
S00002814,WL-012,WHEEL_LOADER,966,HYDRAULIC,2025-12-31,12310.5,1224.9,N,12.1,4.2,0.95,2.6,4.2,9.2,2.7,1.7,0.023,0.0,0.0,0.06,46.3,9.5,5.1,3.87,7.5,NORMAL
S00002815,WL-012,WHEEL_LOADER,966,HYDRAULIC,2026-03-31,12906.1,1820.5,N,17.5,6.1,1.39,2.5,3.5,8.7,3.6,3.0,0.028,0.0,0.0,0.07,47.1,10.5,4.6,3.0,8.2,NORMAL
S00002816,WL-012,WHEEL_LOADER,966,HYDRAULIC,2026-06-29,13501.6,30.8,N,5.8,2.3,0.55,1.2,1.7,2.6,1.5,1.1,0.034,0.0,0.0,0.03,47.1,5.4,3.2,4.64,3.4,NORMAL
S00002817,WL-012,WHEEL_LOADER,966,TRANSMISSION,2023-04-09,5717.7,37.0,N,22.3,9.1,1.44,2.3,2.9,3.6,1.6,1.1,0.028,0.0,0.0,0.06,68.3,7.1,3.5,6.65,9.2,NORMAL
S00002818,WL-012,WHEEL_LOADER,966,TRANSMISSION,2023-07-08,6313.3,632.5,N,48.1,18.6,3.36,5.9,5.0,7.6,3.6,1.9,0.03,0.0,0.0,0.13,66.3,10.2,5.4,4.61,12.5,NORMAL
S00002819,WL-012,WHEEL_LOADER,966,TRANSMISSION,2023-09-15,6772.0,44.6,N,17.4,8.1,1.52,2.9,2.7,3.6,1.5,1.1,0.028,0.0,0.0,0.05,68.0,7.3,3.8,6.6,7.3,NORMAL
S00002820,WL-012,WHEEL_LOADER,966,TRANSMISSION,2023-12-14,7367.5,640.2,N,40.1,15.3,3.35,7.8,5.2,9.0,4.7,1.9,0.031,0.0,0.0,0.14,69.4,10.5,5.0,4.94,19.3,NORMAL
S00002821,WL-012,WHEEL_LOADER,966,TRANSMISSION,2024-02-27,7863.5,13.8,N,28.7,8.8,1.72,4.2,2.5,4.5,1.4,1.1,0.036,0.0,0.0,0.06,67.1,7.0,4.0,6.82,6.9,NORMAL
S00002822,WL-012,WHEEL_LOADER,966,TRANSMISSION,2024-05-15,8382.2,532.6,N,38.8,17.5,2.71,5.2,4.9,8.2,3.3,2.0,0.021,0.0,0.0,0.08,68.7,9.6,5.2,5.4,15.8,NORMAL
S00002823,WL-012,WHEEL_LOADER,966,TRANSMISSION,2024-08-13,8977.8,32.7,N,22.7,8.4,1.65,3.4,2.5,3.5,1.8,1.1,0.027,0.0,0.0,0.05,66.3,5.8,3.6,6.6,8.1,NORMAL
S00002824,WL-012,WHEEL_LOADER,966,TRANSMISSION,2024-11-09,9559.4,614.3,N,33.8,13.5,2.85,6.1,3.8,8.8,3.2,2.2,0.017,0.0,0.0,0.14,68.1,11.1,6.2,5.35,15.4,NORMAL
S00002825,WL-012,WHEEL_LOADER,966,TRANSMISSION,2025-01-29,10095.7,3.3,N,13.9,6.8,1.63,2.3,3.1,3.0,1.6,1.3,0.054,0.0,0.0,0.05,66.9,6.0,3.8,6.79,6.8,NORMAL
S00002826,WL-012,WHEEL_LOADER,966,TRANSMISSION,2025-03-31,10498.3,405.8,N,37.5,12.1,3.4,5.3,4.4,6.3,3.1,1.8,0.026,0.0,0.0,0.11,67.1,9.2,5.2,5.39,9.7,NORMAL
S00002827,WL-012,WHEEL_LOADER,966,TRANSMISSION,2025-05-25,10859.9,767.5,N,42.8,18.3,4.19,6.7,5.1,7.7,4.2,3.1,0.033,0.0,0.0,0.14,66.6,11.2,6.4,4.92,15.5,NORMAL
S00002828,WL-012,WHEEL_LOADER,966,TRANSMISSION,2025-08-15,11403.6,13.6,N,26.1,9.3,1.88,3.4,2.9,4.6,1.3,0.9,0.019,0.0,0.0,0.05,67.3,6.6,3.6,7.11,9.8,NORMAL
S00002829,WL-012,WHEEL_LOADER,966,TRANSMISSION,2025-11-06,11955.5,565.6,N,39.1,14.2,3.49,7.1,5.4,5.5,3.9,1.5,0.039,0.0,0.0,0.11,70.9,8.7,5.1,5.02,11.6,NORMAL
S00002830,WL-012,WHEEL_LOADER,966,TRANSMISSION,2026-02-01,12530.3,2.1,N,24.2,7.7,1.68,2.9,2.7,5.6,1.6,1.1,0.023,0.0,0.0,0.06,67.3,5.6,3.2,6.82,9.1,NORMAL
S00002831,WL-012,WHEEL_LOADER,966,TRANSMISSION,2026-04-18,13031.3,503.1,N,44.0,16.9,3.29,5.9,5.2,9.7,2.6,2.0,0.037,0.0,0.0,0.14,67.6,8.7,6.1,6.0,18.1,NORMAL
S00002845,WL-013,WHEEL_LOADER,966,ENGINE,2023-01-27,4844.2,22.3,N,10.2,3.5,1.76,2.1,2.3,3.5,1.7,1.6,0.022,0.43,0.0,0.19,107.2,7.8,5.5,10.98,4.0,NORMAL
S00002846,WL-013,WHEEL_LOADER,966,ENGINE,2023-02-21,5103.7,281.8,N,25.5,5.7,2.48,3.3,3.8,8.8,5.1,3.5,0.013,0.39,0.0,0.45,107.6,14.9,8.9,8.34,7.6,NORMAL
S00002847,WL-013,WHEEL_LOADER,966,ENGINE,2023-03-20,5381.6,50.4,N,10.9,5.6,1.14,2.2,3.7,5.6,2.4,2.2,0.023,0.54,0.0,0.25,105.6,8.5,5.5,9.92,7.1,NORMAL
S00002848,WL-013,WHEEL_LOADER,966,ENGINE,2023-04-12,5618.0,286.9,N,19.3,6.2,2.02,4.7,7.0,6.4,3.1,3.7,0.017,0.36,0.0,0.47,111.3,13.6,9.3,8.42,6.8,NORMAL
