wo_id,machine_id,component,wo_type,failure_code,description,open_date,close_date,smu_at_wo,downtime_hours,parts_cost,labour_cost
WO0001115,WL-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-04-18,2025-04-19,15384.7,4.7,310.11,348.87
WO0001097,WL-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-05-07,2025-05-08,15456.1,5.9,356.28,102.17
WO0001098,WL-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-07-21,2025-07-22,16158.6,5.2,826.38,329.64
WO0001116,WL-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-08-26,2025-08-27,16605.5,3.1,490.94,376.54
WO0001107,WL-006,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-09-16,2025-09-17,16745.0,5.2,347.02,288.51
WO0001099,WL-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-10-07,2025-10-08,16885.7,3.2,179.02,367.23
WO0001100,WL-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-12-05,2025-12-06,17440.0,3.5,519.6,337.91
WO0001127,WL-006,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-12-16,2025-12-17,17718.6,3.4,746.07,276.14
WO0001118,WL-006,TRANSMISSION,CM,TRN-BRG,Transmission bearing wear,2025-12-23,2025-12-30,17854.4,87.1,22198.64,1721.17
WO0001117,WL-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-01-06,2026-01-07,17854.4,2.8,851.68,314.24
WO0001119,WL-006,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2026-01-24,2026-01-28,18395.4,25.6,21600.1,8481.66
WO0001101,WL-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-02-06,2026-02-07,18027.4,3.4,358.44,204.5
WO0001102,WL-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-04-08,2026-04-09,18596.0,2.7,816.89,156.6
WO0001120,WL-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-04-20,2026-04-21,18825.9,2.9,174.64,245.03
WO0001121,WL-006,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2026-05-29,2026-06-07,19374.2,19.2,10601.68,5081.54
WO0001103,WL-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-05-30,2026-05-31,19085.7,3.9,395.84,323.81
WO0001108,WL-006,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-06-13,2026-06-14,19273.2,2.4,618.4,205.32
WO0001131,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-03-10,2023-03-11,6114.4,5.1,815.48,173.38
WO0001173,WL-007,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-03-22,2023-03-23,6293.5,3.8,200.22,253.79
WO0001156,WL-007,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-04-05,2023-04-06,6581.1,5.8,217.7,160.29
WO0001175,WL-007,FINAL_DRIVE,CM,FDR-GER,Final drive gear wear,2023-04-24,2023-04-27,7224.6,102.8,41927.38,2318.86
WO0001161,WL-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-04-26,2023-04-27,6608.8,2.6,377.79,268.22
WO0001132,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-05-05,2023-05-06,6695.7,3.2,619.81,306.08
WO0001174,WL-007,FINAL_DRIVE,CM,FDR-GER,Final drive gear wear,2023-06-16,2023-06-23,7224.6,68.6,30111.64,3693.21
WO0001133,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-07-06,2023-07-07,7331.5,3.8,544.73,167.43
WO0001162,WL-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-08-07,2023-08-08,7675.2,5.9,229.73,178.47
WO0001134,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-09-05,2023-09-06,7961.8,2.2,442.58,222.75
WO0001135,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-11-10,2023-11-11,8649.2,5.9,829.19,161.18
WO0001163,WL-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-11-19,2023-11-20,8759.6,4.6,775.4,320.3
WO0001176,WL-007,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-11-27,2023-11-28,8882.8,3.6,822.13,297.95
WO0001137,WL-007,ENGINE,CM,ENG-INJ,Injector leak / fuel dilution,2023-12-23,2024-01-02,9102.8,110.0,29557.51,705.24
WO0001136,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-12-24,2023-12-25,9102.8,5.1,274.64,257.97
WO0001157,WL-007,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-12-31,2024-01-01,9374.4,3.6,231.0,335.7
WO0001138,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-02-14,2024-02-15,9647.9,5.9,657.79,277.78
WO0001164,WL-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-02-25,2024-02-26,9764.4,4.3,241.51,108.33
WO0001139,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-04-03,2024-04-04,10144.7,2.0,762.44,210.55
WO0001140,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-05-23,2024-05-24,10668.6,3.4,895.67,122.27
WO0001165,WL-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-06-25,2024-06-26,11020.9,3.6,537.17,317.38
WO0001141,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-07-09,2024-07-10,11154.8,5.2,848.46,288.23
WO0001177,WL-007,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-07-18,2024-07-19,11303.5,5.1,573.22,122.91
WO0001166,WL-007,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2024-07-28,2024-08-01,11505.4,111.3,36534.11,3316.21
WO0001142,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-09-11,2024-09-12,11814.2,3.3,617.73,213.15
WO0001158,WL-007,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-09-23,2024-09-24,12139.6,3.6,665.89,384.92
WO0001167,WL-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-10-05,2024-10-06,12078.0,2.6,376.56,331.29
WO0001144,WL-007,ENGINE,CM,ENG-AIR,Air induction leak / dirt ingress,2024-10-06,2024-10-08,12279.6,106.3,41456.72,2248.91
WO0001143,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-10-26,2024-10-27,12279.6,5.4,767.01,344.57
WO0001145,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-12-15,2024-12-16,12801.9,5.1,176.01,241.29
WO0001146,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-01-29,2025-01-30,13265.9,4.8,487.52,215.24
WO0001181,WL-007,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2025-02-04,2025-02-06,,10.3,2803.09,1153.22
WO0001168,WL-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-02-12,2025-02-13,13416.1,4.7,607.86,188.25
WO0001147,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-03-24,2025-03-25,13818.5,3.5,330.45,136.0
WO0001178,WL-007,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-04-14,2025-04-15,14096.9,3.8,206.44,110.42
WO0001148,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-05-27,2025-05-28,14488.9,2.9,804.32,319.83
WO0001159,WL-007,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-06-08,2025-06-09,14801.7,2.6,819.85,150.6
WO0001169,WL-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-06-21,2025-06-22,14750.6,5.1,881.28,287.63
WO0001180,WL-007,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2025-06-24,2025-06-26,,7.2,2216.54,847.49
WO0001149,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-07-31,2025-08-01,15153.4,2.7,683.62,194.17
WO0001150,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-09-22,2025-09-23,15706.6,3.3,579.15,212.37
WO0001170,WL-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-10-16,2025-10-17,15970.2,5.4,356.86,144.4
WO0001151,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-11-09,2025-11-10,16207.2,5.3,748.65,302.56
WO0001179,WL-007,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-11-19,2025-11-20,16357.6,3.3,281.71,104.8
WO0001171,WL-007,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2025-12-24,2025-12-28,16818.2,48.0,15952.44,7096.35
WO0001152,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-12-26,2025-12-27,16690.0,2.2,667.46,131.66
WO0001172,WL-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-02-18,2026-02-19,17258.0,4.3,470.52,277.05
WO0001160,WL-007,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-02-25,2026-02-26,17514.5,4.7,297.42,117.27
WO0001153,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-03-11,2026-03-12,17468.1,2.5,208.88,179.44
WO0001154,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-05-05,2026-05-06,18031.0,3.1,494.78,353.44
WO0001155,WL-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-06-28,2026-06-29,18591.9,3.7,830.45,205.67
WO0001199,WL-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-03-25,2023-03-26,5017.4,5.2,245.16,168.67
WO0001182,WL-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-05-03,2023-05-04,5231.9,4.8,333.23,151.17
WO0001204,WL-008,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-07-07,2023-07-08,5661.3,2.2,646.04,129.62
WO0001208,WL-008,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-07-28,2023-07-30,,15.0,851.56,1029.04
WO0001183,WL-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-08-14,2023-08-15,5809.1,3.0,587.02,138.95
WO0001196,WL-008,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-10-07,2023-10-08,6169.5,3.9,473.28,280.5
WO0001200,WL-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-12-07,2023-12-08,6468.3,4.5,628.68,117.43
WO0001184,WL-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-12-17,2023-12-18,6519.9,4.2,787.8,141.93
WO0001185,WL-008,ENGINE,CM,ENG-INJ,Injector leak / fuel dilution,2023-12-27,2024-01-05,6775.5,86.3,14096.19,4502.24
WO0001186,WL-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-03-24,2024-03-25,7072.8,5.5,620.16,336.34
WO0001187,WL-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-06-19,2024-06-20,7560.6,5.6,831.54,156.18
WO0001205,WL-008,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-07-01,2024-07-02,7694.0,2.9,877.52,193.02
WO0001201,WL-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-07-17,2024-07-18,7728.9,2.9,823.31,254.27
WO0001188,WL-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-09-20,2024-09-21,8087.5,4.3,157.51,259.72
WO0001197,WL-008,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-10-01,2024-10-02,8202.2,3.5,464.25,375.55
WO0001189,WL-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-12-28,2024-12-29,8647.1,5.6,788.13,378.92
WO0001202,WL-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-03-16,2025-03-17,9095.2,5.0,458.01,141.84
WO0001191,WL-008,ENGINE,CM,ENG-COOL,Coolant entering crankcase,2025-04-13,2025-04-14,9266.0,31.3,40499.25,2818.31
WO0001190,WL-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-04-17,2025-04-18,9266.0,2.1,481.63,319.55
WO0001206,WL-008,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-06-26,2025-06-27,9726.7,4.5,360.61,389.38
WO0001192,WL-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-09-01,2025-09-02,10039.1,6.0,704.85,231.33
WO0001198,WL-008,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-09-26,2025-09-27,10234.9,5.1,834.51,293.98
WO0001203,WL-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-10-27,2025-10-28,10364.6,3.2,266.11,236.5
WO0001193,WL-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-11-29,2025-11-30,10544.9,4.3,223.09,146.63
WO0001194,WL-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-03-02,2026-03-03,11066.5,4.7,458.58,166.22
WO0001195,WL-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-06-05,2026-06-06,11602.5,3.9,633.38,154.54
WO0001207,WL-008,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2026-06-21,2026-06-22,11759.5,3.9,182.59,149.19
WO0001209,WL-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-03-03,2023-03-04,2200.5,2.6,500.65,118.41
WO0001239,WL-009,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-04-09,2023-04-10,2472.4,5.2,700.45,292.3
WO0001232,WL-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-04-10,2023-04-11,2441.2,5.7,750.98,151.62
WO0001227,WL-009,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-04-11,2023-04-12,2472.4,4.1,518.12,251.08
WO0001210,WL-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-05-07,2023-05-08,2712.3,5.1,487.52,130.83
WO0001211,WL-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-07-19,2023-07-20,3277.7,4.1,209.91,287.1
WO0001233,WL-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-08-31,2023-09-01,3556.8,2.9,354.5,292.77
WO0001246,WL-009,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-09-04,2023-09-06,,5.2,675.53,809.01
WO0001212,WL-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-10-13,2023-10-14,3949.8,4.0,266.63,312.13
WO0001213,WL-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-12-22,2023-12-23,4495.9,2.5,355.71,108.3
WO0001240,WL-009,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-12-26,2023-12-27,4511.6,4.5,552.95,383.97
WO0001228,WL-009,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-01-06,2024-01-07,4576.9,5.4,662.15,234.74
WO0001234,WL-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-01-13,2024-01-14,4607.7,2.7,725.81,290.32
WO0001214,WL-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-02-25,2024-02-26,4997.2,3.0,860.82,330.82
WO0001215,WL-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-05-22,2024-05-23,5676.6,3.8,606.37,245.64
WO0001247,WL-009,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2024-06-01,2024-06-03,,18.5,2176.73,694.32
WO0001216,WL-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-07-19,2024-07-20,6133.1,6.0,318.96,361.63
WO0001235,WL-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-08-08,2024-08-09,6226.1,3.3,397.47,233.16
WO0001241,WL-009,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-09-21,2024-09-22,6616.1,2.2,707.4,184.06
WO0001229,WL-009,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-10-02,2024-10-03,6681.4,3.5,257.33,221.04
WO0001217,WL-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-10-17,2024-10-18,6832.4,5.9,713.03,362.27
WO0001218,WL-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-12-27,2024-12-28,7381.5,4.5,457.96,156.94
WO0001236,WL-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-02-17,2025-02-18,7729.3,4.8,330.0,149.51
WO0001219,WL-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-03-29,2025-03-30,8098.8,5.7,764.13,332.58
WO0001242,WL-009,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-06-07,2025-06-08,8633.1,3.9,712.83,332.13
WO0001220,WL-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-07-03,2025-07-04,8850.7,2.4,398.63,241.14
WO0001237,WL-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-08-17,2025-08-18,9147.4,5.6,545.88,188.31
WO0001245,WL-009,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2025-08-30,2025-09-01,,15.1,841.72,302.27
WO0001230,WL-009,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-09-11,2025-09-12,9364.2,4.9,458.83,364.29
WO0001221,WL-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-10-06,2025-10-07,9591.3,2.9,332.47,354.69
WO0001222,WL-009,ENGINE,CM,ENG-BRG,Main bearing wear,2025-10-28,2025-11-08,9863.1,17.8,2382.8,5927.32
WO0001223,WL-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-12-11,2025-12-12,10104.2,4.5,553.63,208.07
WO0001238,WL-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-02-10,2026-02-11,10521.8,3.0,282.46,134.05
WO0001224,WL-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-02-21,2026-02-22,10663.0,3.7,783.16,353.1
WO0001243,WL-009,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2026-03-04,2026-03-05,10737.6,5.8,312.78,315.99
WO0001225,WL-009,ENGINE,CM,ENG-COOL,Coolant entering crankcase,2026-03-09,2026-03-15,10999.5,52.6,30073.03,7926.5
WO0001226,WL-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-05-12,2026-05-13,11293.0,5.2,226.97,329.11
WO0001231,WL-009,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-06-08,2026-06-09,11468.7,2.3,532.67,155.58
WO0001244,WL-009,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2026-06-08,2026-06-10,,8.4,2551.34,550.73
WO0001248,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-03-20,2023-03-21,5752.4,5.0,668.53,245.99
WO0001269,WL-010,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-04-07,2023-04-08,5966.0,5.3,811.7,370.68
WO0001288,WL-010,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-04-15,2023-04-16,5966.0,5.8,306.24,267.49
WO0001275,WL-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-04-20,2023-04-21,6045.6,5.6,324.01,268.09
WO0001249,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-05-21,2023-05-22,6290.3,4.4,266.56,167.83
WO0001250,WL-010,ENGINE,CM,ENG-AIR,Air induction leak / dirt ingress,2023-06-02,2023-06-11,6558.9,46.8,3266.91,2883.53
WO0001276,WL-010,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2023-06-23,2023-07-02,6911.9,8.6,24345.96,8103.75
WO0001251,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-07-12,2023-07-13,6751.0,2.5,539.93,315.97
WO0001252,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-09-11,2023-09-12,7291.8,3.1,241.36,112.1
WO0001277,WL-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-10-01,2023-10-02,7488.3,4.8,697.58,182.35
WO0001253,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-11-07,2023-11-08,7789.4,4.8,804.42,300.84
WO0001290,WL-010,FINAL_DRIVE,CM,FDR-GER,Final drive gear wear,2023-11-14,2023-11-19,8342.2,36.4,13466.9,927.06
WO0001270,WL-010,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-01-02,2024-01-03,8342.2,2.4,353.0,262.06
WO0001254,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-01-10,2024-01-11,8351.0,5.1,453.47,169.72
WO0001289,WL-010,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-01-10,2024-01-11,8342.2,2.3,548.1,208.31
WO0001278,WL-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-02-05,2024-02-06,8603.2,4.8,333.89,288.89
WO0001271,WL-010,HYDRAULIC,CM,HYD-PMP,Hydraulic pump wear,2024-02-20,2024-02-27,9134.3,83.7,4498.42,4069.64
WO0001255,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-03-11,2024-03-12,8886.5,4.3,876.46,348.14
WO0001296,WL-010,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2024-03-13,2024-03-15,,2.8,2569.87,177.43
WO0001291,WL-010,FINAL_DRIVE,CM,FDR-SEAL,Duo-cone seal leak,2024-03-25,2024-03-29,9134.3,12.5,6927.69,3342.21
WO0001256,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-05-03,2024-05-04,9358.3,5.4,376.88,396.46
WO0001257,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-06-24,2024-06-25,9818.0,3.2,639.52,294.58
WO0001279,WL-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-07-03,2024-07-04,9917.5,4.8,531.22,361.99
WO0001258,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-08-20,2024-08-21,10317.7,5.2,660.81,296.53
WO0001299,WL-010,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2024-08-25,2024-08-27,,12.7,466.32,716.3
WO0001272,WL-010,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-09-01,2024-09-02,10480.9,5.2,152.56,343.61
WO0001292,WL-010,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-10-06,2024-10-07,10718.4,3.3,580.29,293.44
WO0001281,WL-010,TRANSMISSION,CM,TRN-BRG,Transmission bearing wear,2024-10-25,2024-11-04,11000.4,38.4,1782.37,7694.05
WO0001280,WL-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-11-03,2024-11-04,11000.4,4.4,254.86,234.27
WO0001259,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-11-09,2024-11-10,11026.1,3.8,647.31,106.23
WO0001260,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-01-02,2025-01-03,11503.2,3.8,317.67,384.04
WO0001282,WL-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-02-28,2025-03-01,12028.5,4.6,371.75,386.76
WO0001261,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-03-19,2025-03-20,12175.4,5.0,402.99,131.11
WO0001262,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-05-18,2025-05-19,12705.8,4.5,310.94,284.91
WO0001273,WL-010,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-05-29,2025-05-30,12857.1,3.8,800.6,240.8
WO0001298,WL-010,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2025-06-09,2025-06-11,,14.0,1155.57,815.04
WO0001263,WL-010,ENGINE,CM,ENG-BRG,Main bearing wear,2025-06-11,2025-06-18,13003.1,14.7,25952.08,7343.59
WO0001283,WL-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-06-27,2025-06-28,13074.9,5.7,767.32,191.31
WO0001293,WL-010,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-07-03,2025-07-04,13087.8,5.8,462.16,141.24
WO0001264,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-07-21,2025-07-22,13268.4,3.3,267.82,300.86
WO0001265,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-10-09,2025-10-10,13968.2,4.0,717.37,131.82
WO0001294,WL-010,FINAL_DRIVE,CM,FDR-SEAL,Duo-cone seal leak,2025-10-11,2025-10-21,14672.0,59.6,7656.04,7714.92
WO0001284,WL-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-10-17,2025-10-18,14057.1,2.1,493.63,296.71
WO0001266,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-12-16,2025-12-17,14569.1,5.9,632.46,136.27
WO0001285,WL-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-02-20,2026-02-21,15174.2,2.2,367.19,388.91
WO0001274,WL-010,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-02-23,2026-02-24,15233.3,5.0,583.27,315.15
WO0001267,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-03-08,2026-03-09,15291.4,4.3,751.02,208.77
WO0001297,WL-010,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2026-03-18,2026-03-20,,2.8,858.87,1107.57
WO0001295,WL-010,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2026-03-30,2026-03-31,15464.1,4.3,425.67,172.29
WO0001286,WL-010,TRANSMISSION,CM,TRN-BRG,Transmission bearing wear,2026-04-23,2026-04-28,15736.1,34.2,31315.32,6828.47
WO0001268,WL-010,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-05-01,2026-05-02,15764.1,3.1,753.99,240.14
WO0001287,WL-010,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-06-26,2026-06-27,16278.8,5.5,789.77,155.24
WO0001300,WL-011,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-04-02,2023-04-03,4484.1,2.2,659.78,145.49
WO0001313,WL-011,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-04-05,2023-04-06,4513.5,4.0,836.43,269.57
